lat,lon
40.68958771,-73.88699798
40.80204541,-73.91551488
40.80255248,-73.91479458
40.80305956,-73.91407428
40.80356663,-73.91335397
40.80407369,-73.91263364
40.80458076,-73.91191331
40.80508781,-73.91119296
40.80559486,-73.9104726
40.80610191,-73.90975223
40.80660895,-73.90903186
40.68964434,-73.82563039
40.69036533,-73.82560126
40.70187248,-74.0159148
40.69108631,-73.82557212
40.69180729,-73.82554298
40.69252827,-73.82551385
40.69324926,-73.82548471
40.68958771,-73.88699798
40.68958771,-73.88699798
40.6895901,-73.88698151
40.69397024,-73.82545557
40.68986932,-73.8874905
40.68998989,-73.8866612
40.69469122,-73.82542643
40.69545226,-73.82550006
40.69625197,-73.8259206
40.69705168,-73.82634115
40.69785139,-73.82676171
40.6986511,-73.82718228
40.6994508,-73.82760286
40.70025051,-73.82802345
40.70105021,-73.82844405
40.70184991,-73.82886466
40.70264961,-73.82928528
40.70344931,-73.82970591
40.70424901,-73.83012655
40.7050487,-73.8305472
40.70584839,-73.83096786
40.70187248,-74.0159148
40.66657752,-73.80658758
40.69134528,-73.88874752
40.72756846,-73.85826975
40.72792864,-73.85912969
40.72828881,-73.85998964
40.7121192,-73.93214172
40.72864897,-73.86084959
40.71233889,-73.93318477
40.72900913,-73.86170956
40.71226536,-73.93425479
40.72936929,-73.86256954
40.71219183,-73.93532481
40.7298756,-73.86333944
40.71211828,-73.93639482
40.6895901,-73.88698151
40.73053494,-73.86397026
40.71204473,-73.93746483
40.68998989,-73.8866612
40.73119427,-73.86460108
40.84810711,-73.86607799
40.71197116,-73.93853484
40.6895767,-73.8869982
40.73185361,-73.86523192
40.84878366,-73.8658507
40.71189759,-73.93960485
40.73251294,-73.86586278
40.84947634,-73.86570569
40.711824,-73.94067486
40.73317226,-73.86649364
40.85019612,-73.86576788
40.71175041,-73.94174486
40.73383159,-73.86712452
40.85091591,-73.86583006
40.7116768,-73.94281486
40.73449091,-73.86775541
40.85163569,-73.86589225
40.73515022,-73.86838631
40.85235548,-73.86595444
40.68958771,-73.88699798
40.73580953,-73.86901723
40.85307527,-73.86601663
40.68986932,-73.8874905
40.73646884,-73.86964816
40.85379505,-73.86607882
40.73712815,-73.8702791
40.71139808,-73.94684152
40.73778745,-73.87091005
40.71132742,-73.94788104
40.74381914,-73.97073008
40.73844675,-73.87154101
40.71130061,-73.94894915
40.77403216,-73.92676509
40.74367675,-73.97014198
40.73910605,-73.87217199
40.71155698,-73.95006551
40.77406834,-73.92578303
40.74346536,-73.96926892
40.73976534,-73.87280298
40.71205917,-73.9521999
40.71181417,-73.95118156
40.77410451,-73.92480096
40.74325384,-73.96839538
40.74042463,-73.87343399
40.71228864,-73.95319874
40.71207136,-73.95229762
40.77414067,-73.92381889
40.7430422,-73.96752136
40.74108391,-73.874065
40.7125181,-73.95419759
40.71232853,-73.95341368
40.77417683,-73.92283682
40.74283044,-73.96664686
40.71274755,-73.95519644
40.71258568,-73.95452976
40.77421297,-73.92185475
40.74261855,-73.96577188
40.71297699,-73.9561953
40.71284283,-73.95564584
40.77424911,-73.92087268
40.74240654,-73.96489642
40.71320642,-73.95719417
40.71320642,-73.95719417
40.71309997,-73.95676193
40.77428524,-73.9198906
40.74219441,-73.96402049
40.71343585,-73.95819305
40.71343585,-73.95819305
40.7133571,-73.95787803
40.77432136,-73.91890853
40.74198215,-73.96314407
40.71366527,-73.95919193
40.71366527,-73.95919193
40.71361421,-73.95899414
40.68690695,-73.8257284
40.77435747,-73.91792645
40.74176976,-73.96226717
40.71389467,-73.96019081
40.71389467,-73.96019081
40.71387132,-73.96011026
40.6876047,-73.82570126
40.77439358,-73.91694438
40.74156123,-73.96138261
40.71412407,-73.96118971
40.71412407,-73.96118971
40.71412841,-73.96122639
40.68830245,-73.82567412
40.74153626,-73.96037009
40.6895901,-73.88698151
40.6895901,-73.88698151
40.6895767,-73.8869982
40.71435346,-73.96218861
40.71435346,-73.96218861
40.7143855,-73.96234252
40.6890002,-73.82564698
40.74151809,-73.95935692
40.68998989,-73.8866612
40.68930712,-73.88750229
40.71458284,-73.96318752
40.71458284,-73.96318752
40.71464257,-73.96345867
40.68969795,-73.82561984
40.80442087,-73.91214001
40.74149992,-73.95834375
40.71481222,-73.96418643
40.71481222,-73.96418643
40.71489963,-73.96457482
40.6903957,-73.8255927
40.80491209,-73.91144218
40.74148173,-73.95733057
40.71504158,-73.96518536
40.71504158,-73.96518536
40.71515669,-73.96569098
40.69109345,-73.82556556
40.8054033,-73.91074435
40.74146354,-73.9563174
40.71527094,-73.96618429
40.71527094,-73.96618429
40.71541278,-73.9668074
40.6917912,-73.82553842
40.80589451,-73.9100465
40.74144534,-73.95530423
40.71544659,-73.96723495
40.71544659,-73.96723495
40.71522518,-73.96791761
40.69248895,-73.82551128
40.80638572,-73.90934865
40.71511383,-73.96834243
40.71511383,-73.96834243
40.71486094,-73.96897937
40.6931867,-73.82548414
40.80687692,-73.90865078
40.71473617,-73.96942951
40.71473617,-73.96942951
40.71449693,-73.9700404
40.69388445,-73.82545699
40.80736812,-73.90795291
40.71435875,-73.97051583
40.71435875,-73.97051583
